doc_id,origin,title,normalized_title,source_url,source_slug,fallback_slug,canonical_slug,section_or_category,local_path
new:builder,academy,Builder,builder,https://academy.bricksbuilder.io/builder/,builder,builder,builder,builder,
new:builder/dynamic-content/dynamic-data,academy,Dynamic Data,dynamic data,https://academy.bricksbuilder.io/builder/dynamic-content/dynamic-data/,dynamic-data,dynamic-data,dynamic-data,builder/dynamic-content,
new:builder/dynamic-content/global-queries-query-manager,academy,Global Queries & Query Manager,global queries and query manager,https://academy.bricksbuilder.io/builder/dynamic-content/global-queries-query-manager/,global-queries-query-manager,global-queries-query-manager,global-queries-query-manager,builder/dynamic-content,
new:builder/dynamic-content/query-data-from-apis,academy,Query Data from APIs,query data from apis,https://academy.bricksbuilder.io/builder/dynamic-content/query-data-from-apis/,query-data-from-apis,query-data-from-apis,query-data-from-apis,builder/dynamic-content,
new:builder/dynamic-content/query-filters,academy,"Query Sort, Filter & Live Search",query sort filter and live search,https://academy.bricksbuilder.io/builder/dynamic-content/query-filters/,query-filters,query-filters,query-filters,builder/dynamic-content,
new:builder/dynamic-content/query-loop,academy,Query Loop,query loop,https://academy.bricksbuilder.io/builder/dynamic-content/query-loop/,query-loop,query-loop,query-loop,builder/dynamic-content,
new:builder/elements,academy,Elements,elements,https://academy.bricksbuilder.io/builder/elements/,elements,elements,elements,builder/elements,
new:builder/elements/basic/button,academy,Button,button,https://academy.bricksbuilder.io/builder/elements/basic/button/,button,button,button,builder/elements,
new:builder/elements/basic/heading,academy,Heading,heading,https://academy.bricksbuilder.io/builder/elements/basic/heading/,heading,heading,heading,builder/elements,
new:builder/elements/basic/icon,academy,Icon,icon,https://academy.bricksbuilder.io/builder/elements/basic/icon/,icon,icon,icon,builder/elements,
new:builder/elements/basic/image,academy,Image,image,https://academy.bricksbuilder.io/builder/elements/basic/image/,image,image,image,builder/elements,
new:builder/elements/basic/text-basic,academy,Text basic,text basic,https://academy.bricksbuilder.io/builder/elements/basic/text-basic/,text-basic,text-basic,text-basic,builder/elements,
new:builder/elements/basic/text-link,academy,Text Link,text link,https://academy.bricksbuilder.io/builder/elements/basic/text-link/,text-link,text-link,text-link,builder/elements,
new:builder/elements/basic/text,academy,Rich text,rich text,https://academy.bricksbuilder.io/builder/elements/basic/text/,text,text,text,builder/elements,
new:builder/elements/basic/video,academy,Video,video,https://academy.bricksbuilder.io/builder/elements/basic/video/,video,video,video,builder/elements,
new:builder/elements/filter/filter-active-filters,academy,Filter active filters,filter active filters,https://academy.bricksbuilder.io/builder/elements/filter/filter-active-filters/,filter-active-filters,filter-active-filters,active-filters,builder/elements,
new:builder/elements/filter/filter-checkbox,academy,Filter checkbox,filter checkbox,https://academy.bricksbuilder.io/builder/elements/filter/filter-checkbox/,filter-checkbox,filter-checkbox,checkbox,builder/elements,
new:builder/elements/filter/filter-datepicker,academy,Filter datepicker,filter datepicker,https://academy.bricksbuilder.io/builder/elements/filter/filter-datepicker/,filter-datepicker,filter-datepicker,datepicker,builder/elements,
new:builder/elements/filter/filter-radio,academy,Filter radio,filter radio,https://academy.bricksbuilder.io/builder/elements/filter/filter-radio/,filter-radio,filter-radio,radio,builder/elements,
new:builder/elements/filter/filter-range,academy,Filter range,filter range,https://academy.bricksbuilder.io/builder/elements/filter/filter-range/,filter-range,filter-range,range,builder/elements,
new:builder/elements/filter/filter-search,academy,Filter search,filter search,https://academy.bricksbuilder.io/builder/elements/filter/filter-search/,filter-search,filter-search,search,builder/elements,
new:builder/elements/filter/filter-select,academy,Filter select,filter select,https://academy.bricksbuilder.io/builder/elements/filter/filter-select/,filter-select,filter-select,select,builder/elements,
new:builder/elements/filter/filter-submit,academy,Filter submit,filter submit,https://academy.bricksbuilder.io/builder/elements/filter/filter-submit/,filter-submit,filter-submit,submit,builder/elements,
new:builder/elements/general/accordion-nested,academy,Accordion (nestable),accordion nestable,https://academy.bricksbuilder.io/builder/elements/general/accordion-nested/,accordion-nested,accordion-nested,accordion-nested,builder/elements,
new:builder/elements/general/accordion,academy,Accordion,accordion,https://academy.bricksbuilder.io/builder/elements/general/accordion/,accordion,accordion,accordion,builder/elements,
new:builder/elements/general/alert,academy,Alert,alert,https://academy.bricksbuilder.io/builder/elements/general/alert/,alert,alert,alert,builder/elements,
new:builder/elements/general/animated-typing,academy,Animated typing,animated typing,https://academy.bricksbuilder.io/builder/elements/general/animated-typing/,animated-typing,animated-typing,animated-typing,builder/elements,
new:builder/elements/general/back-to-top,academy,Back to Top,back to top,https://academy.bricksbuilder.io/builder/elements/general/back-to-top/,back-to-top,back-to-top,back-to-top,builder/elements,
new:builder/elements/general/breadcrumbs,academy,Breadcrumbs,breadcrumbs,https://academy.bricksbuilder.io/builder/elements/general/breadcrumbs/,breadcrumbs,breadcrumbs,breadcrumbs,builder/elements,
new:builder/elements/general/code,academy,Code,code,https://academy.bricksbuilder.io/builder/elements/general/code/,code,code,code,builder/elements,
new:builder/elements/general/countdown,academy,Countdown,countdown,https://academy.bricksbuilder.io/builder/elements/general/countdown/,countdown,countdown,countdown,builder/elements,
new:builder/elements/general/counter,academy,Counter,counter,https://academy.bricksbuilder.io/builder/elements/general/counter/,counter,counter,counter,builder/elements,
new:builder/elements/general/dropdown,academy,Dropdown,dropdown,https://academy.bricksbuilder.io/builder/elements/general/dropdown/,dropdown,dropdown,dropdown,builder/elements,
new:builder/elements/general/facebook-page,academy,Facebook page,facebook page,https://academy.bricksbuilder.io/builder/elements/general/facebook-page/,facebook-page,facebook-page,facebook-page,builder/elements,
new:builder/elements/general/form,academy,Form,form,https://academy.bricksbuilder.io/builder/elements/general/form/,form,form,form,builder/elements,
new:builder/elements/general/html,academy,HTML,html,https://academy.bricksbuilder.io/builder/elements/general/html/,html,html,html,builder/elements,
new:builder/elements/general/icon-box,academy,Icon box,icon box,https://academy.bricksbuilder.io/builder/elements/general/icon-box/,icon-box,icon-box,icon-box,builder/elements,
new:builder/elements/general/icon-list,academy,Icon list,icon list,https://academy.bricksbuilder.io/builder/elements/general/icon-list/,icon-list,icon-list,icon-list,builder/elements,
new:builder/elements/general/map-connector,academy,Map Connector,map connector,https://academy.bricksbuilder.io/builder/elements/general/map-connector/,map-connector,map-connector,map-connector,builder/elements,
new:builder/elements/general/map-leaflet,academy,Map (Leaflet),map leaflet,https://academy.bricksbuilder.io/builder/elements/general/map-leaflet/,map-leaflet,map-leaflet,map-leaflet,builder/elements,
new:builder/elements/general/map,academy,Map,map,https://academy.bricksbuilder.io/builder/elements/general/map/,map,map,map,builder/elements,
new:builder/elements/general/nav-nested,academy,Nav (Nestable),nav nestable,https://academy.bricksbuilder.io/builder/elements/general/nav-nested/,nav-nested,nav-nested,nav-nested,builder/elements,
new:builder/elements/general/offcanvas,academy,Offcanvas,offcanvas,https://academy.bricksbuilder.io/builder/elements/general/offcanvas/,offcanvas,offcanvas,offcanvas,builder/elements,
new:builder/elements/general/pie-chart,academy,Pie chart,pie chart,https://academy.bricksbuilder.io/builder/elements/general/pie-chart/,pie-chart,pie-chart,pie-chart,builder/elements,
new:builder/elements/general/pricing-tables,academy,Pricing tables,pricing tables,https://academy.bricksbuilder.io/builder/elements/general/pricing-tables/,pricing-tables,pricing-tables,pricing-tables,builder/elements,
new:builder/elements/general/progress-bar,academy,Progress bar,progress bar,https://academy.bricksbuilder.io/builder/elements/general/progress-bar/,progress-bar,progress-bar,progress-bar,builder/elements,
new:builder/elements/general/rating,academy,Rating,rating,https://academy.bricksbuilder.io/builder/elements/general/rating/,rating,rating,rating,builder/elements,
new:builder/elements/general/slot,academy,Slot,slot,https://academy.bricksbuilder.io/builder/elements/general/slot/,slot,slot,slot,builder/elements,
new:builder/elements/general/tabs-nested,academy,Tabs (nestable),tabs nestable,https://academy.bricksbuilder.io/builder/elements/general/tabs-nested/,tabs-nested,tabs-nested,tabs-nested,builder/elements,
new:builder/elements/general/tabs,academy,Tabs,tabs,https://academy.bricksbuilder.io/builder/elements/general/tabs/,tabs,tabs,tabs,builder/elements,
new:builder/elements/general/team-members,academy,Team members,team members,https://academy.bricksbuilder.io/builder/elements/general/team-members/,team-members,team-members,team-members,builder/elements,
new:builder/elements/general/template,academy,Template,template,https://academy.bricksbuilder.io/builder/elements/general/template/,template,template,template,builder/elements,
new:builder/elements/general/testimonials,academy,Testimonials,testimonials,https://academy.bricksbuilder.io/builder/elements/general/testimonials/,testimonials,testimonials,testimonials,builder/elements,
new:builder/elements/general/toggle-mode,academy,Toggle - Mode,toggle mode,https://academy.bricksbuilder.io/builder/elements/general/toggle-mode/,toggle-mode,toggle-mode,toggle-mode,builder/elements,
new:builder/elements/general/toggle,academy,Toggle,toggle,https://academy.bricksbuilder.io/builder/elements/general/toggle/,toggle,toggle,toggle,builder/elements,
new:builder/elements/layout/block,academy,Block,block,https://academy.bricksbuilder.io/builder/elements/layout/block/,block,block,block,builder/elements,
new:builder/elements/layout/container,academy,Container,container,https://academy.bricksbuilder.io/builder/elements/layout/container/,container,container,container,builder/elements,
new:builder/elements/layout/div,academy,Div,div,https://academy.bricksbuilder.io/builder/elements/layout/div/,div,div,div,builder/elements,
new:builder/elements/layout/divider,academy,Divider,divider,https://academy.bricksbuilder.io/builder/elements/layout/divider/,divider,divider,divider,builder/elements,
new:builder/elements/layout/list,academy,List,list,https://academy.bricksbuilder.io/builder/elements/layout/list/,list,list,list,builder/elements,
new:builder/elements/layout/section,academy,Section,section,https://academy.bricksbuilder.io/builder/elements/layout/section/,section,section,section,builder/elements,
new:builder/elements/media/audio,academy,Audio,audio,https://academy.bricksbuilder.io/builder/elements/media/audio/,audio,audio,audio,builder/elements,
new:builder/elements/media/carousel,academy,Carousel,carousel,https://academy.bricksbuilder.io/builder/elements/media/carousel/,carousel,carousel,carousel,builder/elements,
new:builder/elements/media/file,academy,File,file,https://academy.bricksbuilder.io/builder/elements/media/file/,file,file,file,builder/elements,
new:builder/elements/media/image-gallery,academy,Image gallery,image gallery,https://academy.bricksbuilder.io/builder/elements/media/image-gallery/,image-gallery,image-gallery,image-gallery,builder/elements,
new:builder/elements/media/instagram-feed,academy,Instagram feed,instagram feed,https://academy.bricksbuilder.io/builder/elements/media/instagram-feed/,instagram-feed,instagram-feed,instagram-feed,builder/elements,
new:builder/elements/media/logo,academy,Logo,logo,https://academy.bricksbuilder.io/builder/elements/media/logo/,logo,logo,logo,builder/elements,
new:builder/elements/media/slider-nested,academy,Slider (nestable),slider nestable,https://academy.bricksbuilder.io/builder/elements/media/slider-nested/,slider-nested,slider-nested,slider-nested,builder/elements,
new:builder/elements/media/slider,academy,Slider,slider,https://academy.bricksbuilder.io/builder/elements/media/slider/,slider,slider,slider,builder/elements,
new:builder/elements/media/svg,academy,SVG,svg,https://academy.bricksbuilder.io/builder/elements/media/svg/,svg,svg,svg,builder/elements,
new:builder/elements/product/product-add-to-cart,academy,Add to cart,add to cart,https://academy.bricksbuilder.io/builder/elements/product/product-add-to-cart/,product-add-to-cart,product-add-to-cart,product-add-to-cart,builder/elements,
new:builder/elements/product/product-additional-information,academy,Product additional information,product additional information,https://academy.bricksbuilder.io/builder/elements/product/product-additional-information/,product-additional-information,product-additional-information,product-additional-information,builder/elements,
new:builder/elements/product/product-content,academy,Product content,product content,https://academy.bricksbuilder.io/builder/elements/product/product-content/,product-content,product-content,product-content,builder/elements,
new:builder/elements/product/product-gallery,academy,Product gallery,product gallery,https://academy.bricksbuilder.io/builder/elements/product/product-gallery/,product-gallery,product-gallery,product-gallery,builder/elements,
new:builder/elements/product/product-meta,academy,Product meta,product meta,https://academy.bricksbuilder.io/builder/elements/product/product-meta/,product-meta,product-meta,product-meta,builder/elements,
new:builder/elements/product/product-price,academy,Product price,product price,https://academy.bricksbuilder.io/builder/elements/product/product-price/,product-price,product-price,product-price,builder/elements,
new:builder/elements/product/product-rating,academy,Product rating,product rating,https://academy.bricksbuilder.io/builder/elements/product/product-rating/,product-rating,product-rating,product-rating,builder/elements,
new:builder/elements/product/product-related,academy,Related products,related products,https://academy.bricksbuilder.io/builder/elements/product/product-related/,product-related,product-related,product-related,builder/elements,
new:builder/elements/product/product-reviews,academy,Product reviews,product reviews,https://academy.bricksbuilder.io/builder/elements/product/product-reviews/,product-reviews,product-reviews,product-reviews,builder/elements,
new:builder/elements/product/product-short-description,academy,Product short description,product short description,https://academy.bricksbuilder.io/builder/elements/product/product-short-description/,product-short-description,product-short-description,product-short-description,builder/elements,
new:builder/elements/product/product-stock,academy,Product stock,product stock,https://academy.bricksbuilder.io/builder/elements/product/product-stock/,product-stock,product-stock,product-stock,builder/elements,
new:builder/elements/product/product-tabs,academy,Product tabs,product tabs,https://academy.bricksbuilder.io/builder/elements/product/product-tabs/,product-tabs,product-tabs,product-tabs,builder/elements,
new:builder/elements/product/product-title,academy,Product title,product title,https://academy.bricksbuilder.io/builder/elements/product/product-title/,product-title,product-title,product-title,builder/elements,
new:builder/elements/product/product-upsells,academy,Product up/cross-sells,product up/cross sells,https://academy.bricksbuilder.io/builder/elements/product/product-upsells/,product-upsells,product-upsells,product-upsells,builder/elements,
new:builder/elements/query/query-results-summary,academy,Query results summary,query results summary,https://academy.bricksbuilder.io/builder/elements/query/query-results-summary/,query-results-summary,query-results-summary,query-results-summary,builder/elements,
new:builder/elements/single/author,academy,Author,author,https://academy.bricksbuilder.io/builder/elements/single/author/,author,author,author,builder/elements,
new:builder/elements/single/comments,academy,Comments,comments,https://academy.bricksbuilder.io/builder/elements/single/comments/,comments,comments,comments,builder/elements,
new:builder/elements/single/excerpt,academy,Excerpt,excerpt,https://academy.bricksbuilder.io/builder/elements/single/excerpt/,excerpt,excerpt,excerpt,builder/elements,
new:builder/elements/single/meta-data,academy,Meta data,meta data,https://academy.bricksbuilder.io/builder/elements/single/meta-data/,meta-data,meta-data,meta-data,builder/elements,
new:builder/elements/single/post-content,academy,Post content,post content,https://academy.bricksbuilder.io/builder/elements/single/post-content/,post-content,post-content,post-content,builder/elements,
new:builder/elements/single/post-navigation,academy,Post navigation,post navigation,https://academy.bricksbuilder.io/builder/elements/single/post-navigation/,post-navigation,post-navigation,post-navigation,builder/elements,
new:builder/elements/single/post-reading-progress-bar,academy,Post reading progress bar,post reading progress bar,https://academy.bricksbuilder.io/builder/elements/single/post-reading-progress-bar/,post-reading-progress-bar,post-reading-progress-bar,post-reading-progress-bar,builder/elements,
new:builder/elements/single/post-reading-time,academy,Post reading time,post reading time,https://academy.bricksbuilder.io/builder/elements/single/post-reading-time/,post-reading-time,post-reading-time,post-reading-time,builder/elements,
new:builder/elements/single/post-title,academy,Post title,post title,https://academy.bricksbuilder.io/builder/elements/single/post-title/,post-title,post-title,post-title,builder/elements,
new:builder/elements/single/post-toc,academy,Post table of contents,post table of contents,https://academy.bricksbuilder.io/builder/elements/single/post-toc/,post-toc,post-toc,post-toc,builder/elements,
new:builder/elements/single/related-posts,academy,Related posts,related posts,https://academy.bricksbuilder.io/builder/elements/single/related-posts/,related-posts,related-posts,related-posts,builder/elements,
new:builder/elements/single/social-sharing,academy,Social sharing,social sharing,https://academy.bricksbuilder.io/builder/elements/single/social-sharing/,social-sharing,social-sharing,social-sharing,builder/elements,
new:builder/elements/single/taxonomy,academy,Taxonomy,taxonomy,https://academy.bricksbuilder.io/builder/elements/single/taxonomy/,taxonomy,taxonomy,taxonomy,builder/elements,
new:builder/elements/woocommerce/account-add-payment-method,academy,Account - Add payment method,account add payment method,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-add-payment-method/,account-add-payment-method,account-add-payment-method,account-add-payment-method,builder/elements,
new:builder/elements/woocommerce/account-addresses,academy,Account - Addresses,account addresses,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-addresses/,account-addresses,account-addresses,account-addresses,builder/elements,
new:builder/elements/woocommerce/account-downloads,academy,Account - Downloads,account downloads,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-downloads/,account-downloads,account-downloads,account-downloads,builder/elements,
new:builder/elements/woocommerce/account-form-edit-account,academy,Account - Edit account,account edit account,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-form-edit-account/,account-form-edit-account,account-form-edit-account,account-form-edit-account,builder/elements,
new:builder/elements/woocommerce/account-form-edit-address,academy,Account - Edit address,account edit address,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-form-edit-address/,account-form-edit-address,account-form-edit-address,account-form-edit-address,builder/elements,
new:builder/elements/woocommerce/account-form-login,academy,Account - Login form,account login form,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-form-login/,account-form-login,account-form-login,account-form-login,builder/elements,
new:builder/elements/woocommerce/account-form-lost-password,academy,Account - Lost password,account lost password,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-form-lost-password/,account-form-lost-password,account-form-lost-password,account-form-lost-password,builder/elements,
new:builder/elements/woocommerce/account-form-register,academy,Account - Register form,account register form,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-form-register/,account-form-register,account-form-register,account-form-register,builder/elements,
new:builder/elements/woocommerce/account-form-reset-password,academy,Account - Reset password,account reset password,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-form-reset-password/,account-form-reset-password,account-form-reset-password,account-form-reset-password,builder/elements,
new:builder/elements/woocommerce/account-orders,academy,Account - Orders,account orders,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-orders/,account-orders,account-orders,account-orders,builder/elements,
new:builder/elements/woocommerce/account-page-v2,academy,Account - Page v2,account page v2,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-page-v2/,account-page-v2,account-page-v2,account-page-v2,builder/elements,
new:builder/elements/woocommerce/account-page,academy,Account - Page,account page,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-page/,account-page,account-page,account-page,builder/elements,
new:builder/elements/woocommerce/account-payment-methods,academy,Account - Payment methods,account payment methods,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-payment-methods/,account-payment-methods,account-payment-methods,account-payment-methods,builder/elements,
new:builder/elements/woocommerce/account-view-order,academy,Account - View order,account view order,https://academy.bricksbuilder.io/builder/elements/woocommerce/account-view-order/,account-view-order,account-view-order,account-view-order,builder/elements,
new:builder/elements/woocommerce/breadcrumbs,academy,WooCommerce Breadcrumbs,woocommerce breadcrumbs,https://academy.bricksbuilder.io/builder/elements/woocommerce/breadcrumbs/,breadcrumbs,breadcrumbs,breadcrumbs,builder/elements,
new:builder/elements/woocommerce/cart-collaterals,academy,Cart totals,cart totals,https://academy.bricksbuilder.io/builder/elements/woocommerce/cart-collaterals/,cart-collaterals,cart-collaterals,cart-collaterals,builder/elements,
new:builder/elements/woocommerce/cart-coupon,academy,Cart coupon,cart coupon,https://academy.bricksbuilder.io/builder/elements/woocommerce/cart-coupon/,cart-coupon,cart-coupon,cart-coupon,builder/elements,
new:builder/elements/woocommerce/cart-items,academy,Cart items,cart items,https://academy.bricksbuilder.io/builder/elements/woocommerce/cart-items/,cart-items,cart-items,cart-items,builder/elements,
new:builder/elements/woocommerce/cart-v2,academy,Cart v2,cart v2,https://academy.bricksbuilder.io/builder/elements/woocommerce/cart-v2/,cart-v2,cart-v2,cart-v2,builder/elements,
new:builder/elements/woocommerce/checkout-coupon,academy,Checkout coupon,checkout coupon,https://academy.bricksbuilder.io/builder/elements/woocommerce/checkout-coupon/,checkout-coupon,checkout-coupon,checkout-coupon,builder/elements,
new:builder/elements/woocommerce/checkout-customer-details,academy,Checkout customer details,checkout customer details,https://academy.bricksbuilder.io/builder/elements/woocommerce/checkout-customer-details/,checkout-customer-details,checkout-customer-details,checkout-customer-details,builder/elements,
new:builder/elements/woocommerce/checkout-login,academy,Checkout login,checkout login,https://academy.bricksbuilder.io/builder/elements/woocommerce/checkout-login/,checkout-login,checkout-login,checkout-login,builder/elements,
new:builder/elements/woocommerce/checkout-order-payment,academy,Checkout order payment,checkout order payment,https://academy.bricksbuilder.io/builder/elements/woocommerce/checkout-order-payment/,checkout-order-payment,checkout-order-payment,checkout-order-payment,builder/elements,
new:builder/elements/woocommerce/checkout-order-review,academy,Checkout order review,checkout order review,https://academy.bricksbuilder.io/builder/elements/woocommerce/checkout-order-review/,checkout-order-review,checkout-order-review,checkout-order-review,builder/elements,
new:builder/elements/woocommerce/checkout-order-table,academy,Checkout order table,checkout order table,https://academy.bricksbuilder.io/builder/elements/woocommerce/checkout-order-table/,checkout-order-table,checkout-order-table,checkout-order-table,builder/elements,
new:builder/elements/woocommerce/checkout-thankyou,academy,Checkout thank you,checkout thank you,https://academy.bricksbuilder.io/builder/elements/woocommerce/checkout-thankyou/,checkout-thankyou,checkout-thankyou,checkout-thankyou,builder/elements,
new:builder/elements/woocommerce/checkout-v2,academy,Checkout v2,checkout v2,https://academy.bricksbuilder.io/builder/elements/woocommerce/checkout-v2/,checkout-v2,checkout-v2,checkout-v2,builder/elements,
new:builder/elements/woocommerce/dynamic-fragment,academy,Dynamic fragment,dynamic fragment,https://academy.bricksbuilder.io/builder/elements/woocommerce/dynamic-fragment/,dynamic-fragment,dynamic-fragment,dynamic-fragment,builder/elements,
new:builder/elements/woocommerce/mini-cart,academy,Mini cart,mini cart,https://academy.bricksbuilder.io/builder/elements/woocommerce/mini-cart/,mini-cart,mini-cart,mini-cart,builder/elements,
new:builder/elements/woocommerce/notice,academy,Notice,notice,https://academy.bricksbuilder.io/builder/elements/woocommerce/notice/,notice,notice,notice,builder/elements,
new:builder/elements/woocommerce/products-archive-description,academy,Products archive description,products archive description,https://academy.bricksbuilder.io/builder/elements/woocommerce/products-archive-description/,products-archive-description,products-archive-description,products-archive-description,builder/elements,
new:builder/elements/woocommerce/products-filter,academy,Products filter,products filter,https://academy.bricksbuilder.io/builder/elements/woocommerce/products-filter/,products-filter,products-filter,products-filter,builder/elements,
new:builder/elements/woocommerce/products-orderby,academy,Products orderby,products orderby,https://academy.bricksbuilder.io/builder/elements/woocommerce/products-orderby/,products-orderby,products-orderby,products-orderby,builder/elements,
new:builder/elements/woocommerce/products-pagination,academy,Products pagination,products pagination,https://academy.bricksbuilder.io/builder/elements/woocommerce/products-pagination/,products-pagination,products-pagination,products-pagination,builder/elements,
new:builder/elements/woocommerce/products-total-results,academy,Products total results,products total results,https://academy.bricksbuilder.io/builder/elements/woocommerce/products-total-results/,products-total-results,products-total-results,products-total-results,builder/elements,
new:builder/elements/woocommerce/products,academy,Products,products,https://academy.bricksbuilder.io/builder/elements/woocommerce/products/,products,products,products,builder/elements,
new:builder/elements/woocommerce/template-hook,academy,WooCommerce Template Hook,woocommerce template hook,https://academy.bricksbuilder.io/builder/elements/woocommerce/template-hook/,template-hook,template-hook,template-hook,builder/elements,
new:builder/elements/wordpress/nav-menu,academy,Nav menu,nav menu,https://academy.bricksbuilder.io/builder/elements/wordpress/nav-menu/,nav-menu,nav-menu,nav-menu,builder/elements,
new:builder/elements/wordpress/pagination,academy,Pagination,pagination,https://academy.bricksbuilder.io/builder/elements/wordpress/pagination/,pagination,pagination,pagination,builder/elements,
new:builder/elements/wordpress/posts,academy,Posts,posts,https://academy.bricksbuilder.io/builder/elements/wordpress/posts/,posts,posts,posts,builder/elements,
new:builder/elements/wordpress/search,academy,Search,search,https://academy.bricksbuilder.io/builder/elements/wordpress/search/,search,search,search,builder/elements,
new:builder/elements/wordpress/shortcode,academy,Shortcode,shortcode,https://academy.bricksbuilder.io/builder/elements/wordpress/shortcode/,shortcode,shortcode,shortcode,builder/elements,
new:builder/elements/wordpress/sidebar,academy,Sidebar,sidebar,https://academy.bricksbuilder.io/builder/elements/wordpress/sidebar/,sidebar,sidebar,sidebar,builder/elements,
new:builder/elements/wordpress/wordpress,academy,WordPress,wordpress,https://academy.bricksbuilder.io/builder/elements/wordpress/wordpress/,wordpress,wordpress,wordpress,builder/elements,
new:builder/features,academy,Features,features,https://academy.bricksbuilder.io/builder/features/,features,features,features,builder/features,
new:builder/features/accessibility,academy,Accessibility,accessibility,https://academy.bricksbuilder.io/builder/features/accessibility/,accessibility,accessibility,accessibility,builder/features,
new:builder/features/add-custom-animation-to-interaction,academy,How to add a custom animation in interaction,how to add a custom animation in interaction,https://academy.bricksbuilder.io/builder/features/add-custom-animation-to-interaction/,add-custom-animation-to-interaction,add-custom-animation-to-interaction,add-custom-animation-to-interaction,builder/features,
new:builder/features/ai-abilities-and-skills,academy,AI Abilities and Skills,ai abilities and skills,https://academy.bricksbuilder.io/builder/features/ai-abilities-and-skills/,ai-abilities-and-skills,ai-abilities-and-skills,ai-abilities-and-skills,builder/features,
new:builder/features/an-intro-to-templates,academy,An Intro To Templates,an intro to templates,https://academy.bricksbuilder.io/builder/features/an-intro-to-templates/,an-intro-to-templates,an-intro-to-templates,an-intro-to-templates,builder/features,
new:builder/features/builder-browser,academy,Builder Browser,builder browser,https://academy.bricksbuilder.io/builder/features/builder-browser/,builder-browser,builder-browser,builder-browser,builder/features,
new:builder/features/code-review,academy,Code review,code review,https://academy.bricksbuilder.io/builder/features/code-review/,code-review,code-review,code-review,builder/features,
new:builder/features/code-signatures,academy,Code signatures,code signatures,https://academy.bricksbuilder.io/builder/features/code-signatures/,code-signatures,code-signatures,code-signatures,builder/features,
new:builder/features/color-manager,academy,Color Manager,color manager,https://academy.bricksbuilder.io/builder/features/color-manager/,color-manager,color-manager,color-manager,builder/features,
new:builder/features/components,academy,Components,components,https://academy.bricksbuilder.io/builder/features/components/,components,components,components,builder/features,
new:builder/features/create-template,academy,Creating Your First Template,creating your first template,https://academy.bricksbuilder.io/builder/features/create-template/,create-template,create-template,create-template,builder/features,
new:builder/features/create-update-posts-on-the-frontend,academy,Create & Update Posts on the Frontend,create and update posts on the frontend,https://academy.bricksbuilder.io/builder/features/create-update-posts-on-the-frontend/,create-update-posts-on-the-frontend,create-update-posts-on-the-frontend,create-update-posts-on-the-frontend,builder/features,
new:builder/features/custom-attributes,academy,Custom Attributes,custom attributes,https://academy.bricksbuilder.io/builder/features/custom-attributes/,custom-attributes,custom-attributes,custom-attributes,builder/features,
new:builder/features/custom-authentication-pages,academy,Custom Authentication Pages,custom authentication pages,https://academy.bricksbuilder.io/builder/features/custom-authentication-pages/,custom-authentication-pages,custom-authentication-pages,custom-authentication-pages,builder/features,
new:builder/features/custom-code,academy,Custom Code,custom code,https://academy.bricksbuilder.io/builder/features/custom-code/,custom-code,custom-code,custom-code,builder/features,
new:builder/features/element-conditions,academy,Element Conditions,element conditions,https://academy.bricksbuilder.io/builder/features/element-conditions/,element-conditions,element-conditions,element-conditions,builder/features,
new:builder/features/global-import-export,academy,Global Import / Export,global import / export,https://academy.bricksbuilder.io/builder/features/global-import-export/,global-import-export,global-import-export,global-import-export,builder/features,
new:builder/features/html-css-to-bricks,academy,HTML & CSS to Bricks,html and css to bricks,https://academy.bricksbuilder.io/builder/features/html-css-to-bricks/,html-css-to-bricks,html-css-to-bricks,html-css-to-bricks,builder/features,
new:builder/features/icon-manager,academy,Icon Manager,icon manager,https://academy.bricksbuilder.io/builder/features/icon-manager/,icon-manager,icon-manager,icon-manager,builder/features,
new:builder/features/interactions,academy,Interactions,interactions,https://academy.bricksbuilder.io/builder/features/interactions/,interactions,interactions,interactions,builder/features,
new:builder/features/maintenance-mode,academy,Maintenance Mode,maintenance mode,https://academy.bricksbuilder.io/builder/features/maintenance-mode/,maintenance-mode,maintenance-mode,maintenance-mode,builder/features,
new:builder/features/media-browser,academy,Media Browser,media browser,https://academy.bricksbuilder.io/builder/features/media-browser/,media-browser,media-browser,media-browser,builder/features,
new:builder/features/menu-builder,academy,Menu Builder,menu builder,https://academy.bricksbuilder.io/builder/features/menu-builder/,menu-builder,menu-builder,menu-builder,builder/features,
new:builder/features/nestable-slider-instance,academy,Nestable Slider: Customization via JavaScript,nestable slider customization via javascript,https://academy.bricksbuilder.io/builder/features/nestable-slider-instance/,nestable-slider-instance,nestable-slider-instance,nestable-slider-instance,builder/features,
